User,Название,Жанр,Рейтинг
User69,Film_383,мелодрама,3.4
User32,Film_28,триллер,3.4
User91,Film_311,комедия,3.5
User105,Film_63,драма,2.6
User59,Film_340,драма,2.6
User36,Film_389,детектив,4.4
User79,Film_209,триллер,4.3
User93,Film_213,боевик,3.3
User84,Film_287,фантастика,2.1
User125,Film_130,детектив,4.8
User137,Film_358,детектив,2.7
User42,Film_204,триллер,4.3
User58,Film_88,мелодрама,4.8
User102,Film_277,комедия,3.0
User65,Film_93,боевик,4.2
User85,Film_277,комедия,2.6
User96,Film_372,детектив,4.5
User109,Film_187,фантастика,2.2
User6,Film_195,фантастика,3.5
User76,Film_260,боевик,2.1
User124,Film_230,боевик,2.4
User70,Film_387,драма,4.1
User79,Film_15,драма,5.0
User50,Film_299,детектив,3.4
User127,Film_314,комедия,3.9
User51,Film_168,боевик,2.7
User97,Film_188,боевик,4.1
User102,Film_148,фантастика,1.9
User53,Film_174,фантастика,2.5
User6,Film_247,драма,3.8
User66,Film_241,детектив,2.5
User128,Film_233,боевик,2.5
User48,Film_223,фантастика,2.7
User103,Film_184,драма,3.1
User38,Film_196,комедия,5.0
User61,Film_52,комедия,3.5
User88,Film_39,мелодрама,3.3
User15,Film_122,фантастика,1.8
User149,Film_378,триллер,3.8
User23,Film_288,комедия,2.6
User117,Film_238,мелодрама,4.8
User42,Film_54,боевик,2.1
User12,Film_289,фантастика,3.0
User110,Film_232,комедия,3.3
User55,Film_303,детектив,3.1
User132,Film_142,драма,3.4
User84,Film_244,боевик,4.8
User55,Film_175,детектив,3.6
User64,Film_292,драма,4.9
User84,Film_87,мелодрама,2.6
User48,Film_147,фантастика,2.4
User132,Film_47,триллер,3.3
User146,Film_396,драма,3.3
User5,Film_276,драма,4.9
User3,Film_6,боевик,4.0
User61,Film_232,комедия,3.5
User142,Film_122,фантастика,2.7
User90,Film_38,мелодрама,2.5
User3,Film_243,драма,4.4
User21,Film_345,детектив,4.3
User102,Film_269,боевик,4.1
User29,Film_31,триллер,5.0
User87,Film_109,комедия,3.9
User3,Film_325,мелодрама,3.9
User146,Film_250,боевик,1.9
User144,Film_397,комедия,4.0
User143,Film_24,драма,4.9
User89,Film_120,драма,3.9
User150,Film_341,боевик,1.8
User145,Film_84,комедия,3.1
User37,Film_150,драма,2.2
User20,Film_53,боевик,2.1
User36,Film_198,мелодрама,3.2
User69,Film_35,мелодрама,3.2
User89,Film_218,фантастика,4.5
User64,Film_54,боевик,4.5
User43,Film_223,фантастика,3.0
User111,Film_95,детектив,4.7
User107,Film_40,боевик,4.6
User43,Film_379,комедия,3.5
User50,Film_138,триллер,3.4
User111,Film_54,боевик,4.1
User18,Film_31,триллер,2.1
User40,Film_62,триллер,2.8
User52,Film_246,триллер,3.9
User21,Film_72,боевик,5.0
User141,Film_45,детектив,4.8
User83,Film_128,мелодрама,3.3
User21,Film_201,боевик,4.9
User115,Film_195,фантастика,3.0
User21,Film_73,драма,3.7
User110,Film_228,боевик,2.9
User62,Film_173,триллер,2.7
User9,Film_333,мелодрама,5.0
User85,Film_295,драма,3.5
User15,Film_308,драма,4.7
User34,Film_248,боевик,2.9
User141,Film_74,драма,1.9
User22,Film_80,триллер,3.8
User24,Film_190,боевик,4.2
User42,Film_379,комедия,3.1
User117,Film_152,детектив,4.8
User104,Film_35,мелодрама,4.7
User27,Film_347,мелодрама,3.9
User36,Film_143,комедия,3.1
User52,Film_184,драма,2.9
User43,Film_236,комедия,3.6
User142,Film_261,фантастика,2.4
User30,Film_50,триллер,3.3
User110,Film_223,фантастика,4.9
User84,Film_374,драма,4.4
User65,Film_99,детектив,3.0
User89,Film_84,комедия,3.6
User114,Film_330,мелодрама,4.3
User38,Film_247,драма,4.5
User10,Film_136,драма,4.4
User128,Film_333,мелодрама,5.0
User112,Film_153,комедия,3.3
User33,Film_35,мелодрама,2.3
User146,Film_299,детектив,2.4
User44,Film_207,боевик,2.1
User136,Film_333,мелодрама,4.8
User145,Film_289,фантастика,3.8
User37,Film_218,фантастика,5.0
User149,Film_276,драма,2.7
User24,Film_215,драма,3.6
User141,Film_135,мелодрама,3.8
User25,Film_307,комедия,2.7
User97,Film_86,драма,4.9
User88,Film_202,драма,2.6
User77,Film_208,мелодрама,2.9
User13,Film_140,триллер,1.8
User91,Film_162,драма,4.7
User59,Film_222,детектив,4.0
User75,Film_232,комедия,3.9
User77,Film_318,драма,4.1
User144,Film_194,боевик,3.4
User143,Film_173,триллер,4.3
User120,Film_389,детектив,4.9
User58,Film_151,комедия,3.7
User44,Film_86,драма,3.8
User134,Film_336,триллер,3.4
User78,Film_158,комедия,4.6
User67,Film_187,фантастика,3.6
User144,Film_181,комедия,4.0
User101,Film_6,боевик,2.1
User147,Film_377,мелодрама,1.8
User118,Film_101,драма,4.1
User41,Film_78,боевик,2.7
User19,Film_210,фантастика,5.0
User134,Film_205,триллер,3.5
User85,Film_322,боевик,2.9
User25,Film_30,мелодрама,3.4
User82,Film_22,мелодрама,3.2
User129,Film_195,фантастика,3.5
User45,Film_285,фантастика,4.3
User146,Film_149,фантастика,3.5
User11,Film_66,фантастика,4.8
User92,Film_314,комедия,3.2
User124,Film_280,боевик,2.0
User149,Film_342,боевик,2.5
User11,Film_197,детектив,4.4
User131,Film_312,комедия,4.3
User86,Film_129,детектив,3.9
User37,Film_291,комедия,3.4
User86,Film_326,детектив,4.3
User71,Film_264,драма,2.4
User97,Film_184,драма,5.0
User137,Film_16,боевик,3.9
User144,Film_230,боевик,2.9
User138,Film_77,драма,4.1
User38,Film_336,триллер,5.0
User100,Film_68,фантастика,3.3
User124,Film_225,фантастика,4.7
User23,Film_151,комедия,3.1
User53,Film_1,детектив,3.3
User62,Film_10,боевик,2.3
User24,Film_197,детектив,4.2
User81,Film_281,мелодрама,3.8
User54,Film_126,боевик,3.1
User69,Film_329,триллер,1.5
User32,Film_199,драма,3.6
User110,Film_207,боевик,3.0
User83,Film_374,драма,2.4
User79,Film_114,детектив,2.8
User3,Film_281,мелодрама,3.9
User34,Film_98,боевик,2.3
User111,Film_135,мелодрама,4.0
User71,Film_321,триллер,3.6
User39,Film_106,драма,3.9
User66,Film_341,боевик,4.1
User59,Film_337,фантастика,4.5
User104,Film_98,боевик,5.0
User124,Film_315,детектив,3.0
User31,Film_68,фантастика,4.1
User92,Film_282,драма,1.8
User12,Film_68,фантастика,2.3
User54,Film_186,драма,3.6
User49,Film_269,боевик,3.2
User86,Film_180,комедия,4.2
User16,Film_146,детектив,2.6
User93,Film_172,фантастика,4.9
User64,Film_380,фантастика,4.8
User23,Film_213,боевик,4.1
User105,Film_172,фантастика,3.8
User18,Film_255,боевик,4.0
User15,Film_98,боевик,4.3
User148,Film_398,триллер,2.4
User117,Film_302,триллер,2.6
User76,Film_38,мелодрама,2.8
User8,Film_24,драма,3.6
User141,Film_73,драма,1.9
User133,Film_370,мелодрама,3.9
User133,Film_248,боевик,3.4
User52,Film_255,боевик,4.6
User27,Film_208,мелодрама,5.0
User101,Film_21,фантастика,4.6
User33,Film_267,детектив,2.4
User72,Film_264,драма,2.9
User116,Film_291,комедия,3.6
User119,Film_166,боевик,4.6
User101,Film_264,драма,4.2
User81,Film_268,мелодрама,4.6
User27,Film_152,детектив,2.7
User114,Film_214,мелодрама,4.2
User47,Film_135,мелодрама,2.7
User100,Film_121,детектив,3.4
User51,Film_10,боевик,2.1
User123,Film_239,детектив,4.2
User46,Film_74,драма,4.4
User140,Film_47,триллер,2.3
User70,Film_92,драма,3.8
User94,Film_342,боевик,4.0
User150,Film_297,мелодрама,3.6
User95,Film_371,мелодрама,4.7
User142,Film_167,боевик,3.0
User50,Film_152,детектив,2.6
User79,Film_99,детектив,2.6
User14,Film_195,фантастика,3.3
User19,Film_41,драма,1.6
User106,Film_181,комедия,3.2
User107,Film_234,мелодрама,4.1
User132,Film_228,боевик,4.1
User113,Film_231,комедия,4.6
User30,Film_127,детектив,4.6
User137,Film_339,боевик,4.7
User112,Film_325,мелодрама,3.3
User27,Film_14,триллер,2.5
User67,Film_16,боевик,2.7
User113,Film_47,триллер,2.8
User137,Film_58,детектив,3.4
User37,Film_18,боевик,5.0
User50,Film_357,фантастика,4.1
User87,Film_327,мелодрама,3.7
User119,Film_345,детектив,3.8
User4,Film_160,триллер,2.3
User67,Film_234,мелодрама,2.3
User87,Film_33,боевик,4.2
User96,Film_368,боевик,3.5
User85,Film_167,боевик,2.3
User33,Film_398,триллер,5.0
User118,Film_194,боевик,4.4
User63,Film_244,боевик,4.8
User84,Film_155,триллер,3.7
User58,Film_347,мелодрама,4.5
User128,Film_169,фантастика,3.4
User119,Film_212,комедия,4.0
User102,Film_300,фантастика,2.0
User77,Film_60,боевик,4.4
User79,Film_378,триллер,3.5
User66,Film_105,фантастика,3.2
User42,Film_163,триллер,4.3
User140,Film_269,боевик,2.6
User133,Film_380,фантастика,3.0
User97,Film_154,мелодрама,4.0
User26,Film_162,драма,2.6
User103,Film_20,драма,3.6
User46,Film_93,боевик,2.2
User73,Film_313,мелодрама,2.4
User122,Film_124,комедия,4.4
User98,Film_99,детектив,3.9
User42,Film_274,боевик,2.0
User77,Film_102,фантастика,3.7
User46,Film_199,драма,5.0
User147,Film_71,триллер,4.0
User124,Film_63,драма,3.6
User41,Film_124,комедия,2.6
User81,Film_50,триллер,4.9
User5,Film_235,триллер,5.0
User53,Film_231,комедия,3.8
User41,Film_226,драма,4.1
User100,Film_180,комедия,4.9
User102,Film_80,триллер,4.9
User14,Film_301,фантастика,3.3
User103,Film_153,комедия,2.4
User102,Film_111,триллер,4.9
User116,Film_276,драма,2.3
User80,Film_354,боевик,2.2
User98,Film_345,детектив,3.2
User6,Film_295,драма,3.7
User102,Film_342,боевик,4.0
User5,Film_171,фантастика,4.9
User13,Film_158,комедия,2.8
User53,Film_296,мелодрама,1.8
User21,Film_14,триллер,3.2
User118,Film_326,детектив,3.6
User62,Film_320,детектив,4.7
User88,Film_195,фантастика,2.9
User67,Film_277,комедия,2.5
User53,Film_190,боевик,3.7
User82,Film_237,мелодрама,3.2
User120,Film_311,комедия,4.1
User125,Film_288,комедия,3.7
User98,Film_206,мелодрама,1.9
User51,Film_54,боевик,2.3
User134,Film_139,детектив,5.0
User42,Film_215,драма,2.5
User4,Film_311,комедия,3.2
User85,Film_172,фантастика,4.3
User7,Film_41,драма,3.0
User110,Film_143,комедия,3.5
User75,Film_35,мелодрама,3.6
User22,Film_107,мелодрама,4.2
User13,Film_279,мелодрама,2.0
User23,Film_55,комедия,3.0
User22,Film_256,мелодрама,4.4
User126,Film_47,триллер,3.0
User26,Film_250,боевик,3.3
User147,Film_53,боевик,4.4
User37,Film_299,детектив,3.0
User39,Film_143,комедия,5.0
User19,Film_161,драма,1.4
User93,Film_124,комедия,3.9
User17,Film_188,боевик,4.4
User144,Film_152,детектив,2.6
User11,Film_160,триллер,3.6
User83,Film_305,детектив,3.4
User129,Film_129,детектив,5.0
User35,Film_165,комедия,4.5
User82,Film_162,драма,5.0
User83,Film_52,комедия,4.5
User107,Film_83,детектив,3.6
User35,Film_379,комедия,3.5
User136,Film_221,комедия,4.5
User26,Film_174,фантастика,3.5
User140,Film_277,комедия,2.8
User15,Film_362,детектив,3.0
User38,Film_123,мелодрама,2.8
User93,Film_175,детектив,2.3
User121,Film_182,детектив,3.9
User23,Film_128,мелодрама,2.1
User37,Film_250,боевик,4.9
User26,Film_358,детектив,4.0
User115,Film_1,детектив,3.2
User100,Film_179,драма,4.7
User114,Film_218,фантастика,4.9
User146,Film_300,фантастика,3.9
User140,Film_337,фантастика,2.6
User11,Film_338,комедия,4.5
User37,Film_225,фантастика,5.0
User127,Film_191,боевик,4.0
User99,Film_204,триллер,3.8
User135,Film_193,боевик,4.0
User33,Film_190,боевик,4.6
User114,Film_320,детектив,4.2
User125,Film_315,детектив,4.0
User28,Film_85,мелодрама,4.6
User87,Film_269,боевик,3.9
User120,Film_68,фантастика,3.7
User131,Film_389,детектив,4.1
User138,Film_226,драма,3.7
User51,Film_387,драма,4.3
User51,Film_93,боевик,2.5
User49,Film_147,фантастика,3.4
User120,Film_87,мелодрама,3.1
User47,Film_83,детектив,4.0
User111,Film_45,детектив,5.0
User84,Film_210,фантастика,2.1
User114,Film_381,мелодрама,4.6
User52,Film_330,мелодрама,2.4
User142,Film_139,детектив,3.1
User48,Film_109,комедия,4.2
User2,Film_355,драма,2.6
User131,Film_265,фантастика,3.1
User111,Film_13,боевик,4.1
User72,Film_166,боевик,3.9
User134,Film_125,детектив,4.8
User12,Film_125,детектив,4.7
User15,Film_280,боевик,4.2
User94,Film_74,драма,2.2
User23,Film_65,боевик,4.2
User133,Film_313,мелодрама,4.1
User136,Film_17,триллер,3.8
User5,Film_124,комедия,3.3
User80,Film_166,боевик,2.1
User56,Film_354,боевик,5.0
User149,Film_166,боевик,2.1
User54,Film_207,боевик,3.2
User132,Film_395,комедия,3.8
User73,Film_391,триллер,3.2
User14,Film_170,комедия,4.6
User129,Film_257,боевик,3.5
User100,Film_49,мелодрама,5.0
User92,Film_250,боевик,4.6
User118,Film_113,комедия,4.2
User95,Film_133,триллер,2.8
User100,Film_194,боевик,3.5
User119,Film_83,детектив,3.2
User25,Film_189,триллер,4.4
User25,Film_71,триллер,4.5
User143,Film_35,мелодрама,4.5
User57,Film_16,боевик,3.4
User132,Film_345,детектив,5.0
User37,Film_85,мелодрама,1.9
User54,Film_278,боевик,3.5
User30,Film_182,детектив,5.0
User33,Film_101,драма,2.4
User65,Film_167,боевик,4.6
User1,Film_40,боевик,2.2
User23,Film_19,драма,2.9
User98,Film_238,мелодрама,1.9
User147,Film_274,боевик,4.9
User46,Film_123,мелодрама,5.0
User113,Film_64,фантастика,5.0
User32,Film_141,фантастика,3.5
User93,Film_267,детектив,2.5
User74,Film_333,мелодрама,4.1
User9,Film_132,мелодрама,5.0
User31,Film_170,комедия,4.2
User139,Film_144,фантастика,4.3
User32,Film_75,детектив,4.1
User125,Film_184,драма,2.3
User102,Film_371,мелодрама,4.3
User46,Film_161,драма,4.5
User34,Film_357,фантастика,4.5
User43,Film_14,триллер,5.0
User147,Film_219,комедия,3.2
User52,Film_310,фантастика,2.8
User148,Film_102,фантастика,3.2
User133,Film_215,драма,3.6
User22,Film_350,мелодрама,3.4
User115,Film_253,фантастика,2.5
User137,Film_34,мелодрама,2.5
User56,Film_157,драма,3.1
User122,Film_310,фантастика,3.9
User94,Film_398,триллер,2.3
User145,Film_258,триллер,2.6
User64,Film_42,детектив,3.2
User135,Film_245,детектив,2.7
User89,Film_385,драма,4.4
User41,Film_174,фантастика,4.1
User78,Film_239,детектив,4.1
User79,Film_398,триллер,3.7
User61,Film_222,детектив,4.1
User149,Film_254,мелодрама,4.4
User74,Film_11,детектив,1.8
User136,Film_161,драма,2.0
User103,Film_243,драма,3.7
User4,Film_215,драма,3.9
User140,Film_366,мелодрама,4.3
User139,Film_41,драма,2.4
User123,Film_255,боевик,3.6
User102,Film_374,драма,3.5
User20,Film_289,фантастика,3.2
User123,Film_119,фантастика,4.2
User24,Film_371,мелодрама,2.0
User69,Film_283,боевик,4.2
User146,Film_82,фантастика,3.2
User148,Film_97,детектив,4.7
User76,Film_249,драма,3.6
User39,Film_151,комедия,4.4
User78,Film_259,триллер,3.2
User11,Film_300,фантастика,4.8
User5,Film_319,комедия,4.2
User36,Film_226,драма,3.8
User29,Film_217,комедия,2.4
User96,Film_201,боевик,3.7
User112,Film_243,драма,5.0
User114,Film_199,драма,3.3
User123,Film_304,триллер,3.3
User9,Film_61,боевик,3.9
User33,Film_112,боевик,4.9
User119,Film_190,боевик,4.8
User150,Film_399,боевик,1.9
User1,Film_128,мелодрама,4.2
User114,Film_240,триллер,3.3
User66,Film_132,мелодрама,2.5
User26,Film_232,комедия,2.1
User83,Film_12,боевик,3.9
User40,Film_111,триллер,3.0
User134,Film_341,боевик,4.1
User109,Film_129,детектив,4.4
User74,Film_86,драма,3.0
User36,Film_67,триллер,3.3
User150,Film_236,комедия,3.9
User106,Film_297,мелодрама,2.7
User60,Film_162,драма,3.2
User16,Film_227,драма,3.4
User35,Film_149,фантастика,2.8
User47,Film_233,боевик,4.2
User14,Film_224,фантастика,3.1
User34,Film_222,детектив,2.9
User117,Film_376,детектив,4.4
User141,Film_202,драма,1.6
User126,Film_213,боевик,2.6
User146,Film_323,боевик,2.7
User17,Film_223,фантастика,5.0
User13,Film_378,триллер,2.4
User52,Film_22,мелодрама,2.7
User130,Film_226,драма,3.8
User64,Film_175,детектив,3.8
User115,Film_310,фантастика,3.4
User109,Film_156,боевик,2.7
User100,Film_81,триллер,3.0
User141,Film_44,драма,2.0
User40,Film_314,комедия,2.1
User110,Film_118,мелодрама,4.5
User16,Film_6,боевик,3.2
User137,Film_366,мелодрама,1.6
User126,Film_242,фантастика,5.0
User97,Film_135,мелодрама,4.4
User149,Film_371,мелодрама,4.6
User33,Film_128,мелодрама,1.9
User116,Film_182,детектив,3.3
User69,Film_169,фантастика,4.5
User87,Film_38,мелодрама,3.4
User5,Film_164,мелодрама,3.0
User64,Film_310,фантастика,5.0
User39,Film_280,боевик,1.8
User28,Film_124,комедия,3.5
User147,Film_375,боевик,4.4
User43,Film_184,драма,4.7
User116,Film_220,детектив,3.4
User105,Film_212,комедия,4.3
User86,Film_279,мелодрама,5.0
User45,Film_313,мелодрама,3.0
User115,Film_243,драма,3.8
User15,Film_197,детектив,2.5
User17,Film_274,боевик,4.7
User29,Film_337,фантастика,5.0
User41,Film_259,триллер,5.0
User137,Film_202,драма,5.0
User138,Film_290,детектив,3.0
User124,Film_343,триллер,2.6
User58,Film_71,триллер,3.9
User17,Film_57,фантастика,4.9
User59,Film_196,комедия,4.1
User1,Film_312,комедия,2.3
User147,Film_288,комедия,2.6
User35,Film_243,драма,3.6
User107,Film_217,комедия,4.1
User88,Film_93,боевик,4.3
User74,Film_280,боевик,4.9
User36,Film_52,комедия,2.6
User3,Film_273,драма,3.6
User26,Film_289,фантастика,2.7
User98,Film_283,боевик,2.4
User144,Film_187,фантастика,5.0
User97,Film_379,комедия,2.2
User35,Film_223,фантастика,3.4
User50,Film_390,фантастика,4.3
User45,Film_103,мелодрама,3.0
User21,Film_315,детектив,3.1
User116,Film_53,боевик,3.1
User102,Film_339,боевик,3.4
User137,Film_52,комедия,4.9
User131,Film_2,детектив,3.6
User23,Film_71,триллер,3.3
User136,Film_31,триллер,4.0
User87,Film_303,детектив,2.2
User62,Film_81,триллер,2.4
User71,Film_33,боевик,2.0
User68,Film_106,драма,2.1
User107,Film_231,комедия,4.1
User54,Film_286,триллер,3.7
User145,Film_95,детектив,4.5
User105,Film_109,комедия,4.4
User8,Film_293,мелодрама,5.0
User147,Film_179,драма,4.7
User68,Film_238,мелодрама,2.3
User123,Film_312,комедия,5.0
User146,Film_238,мелодрама,4.5
User142,Film_234,мелодрама,1.7
User84,Film_285,фантастика,1.8
User25,Film_245,детектив,4.6
User88,Film_60,боевик,4.3
User32,Film_362,детектив,4.2
User80,Film_35,мелодрама,4.9
User46,Film_4,мелодрама,4.5
User20,Film_308,драма,5.0
User14,Film_217,комедия,4.1
User139,Film_52,комедия,4.7
User70,Film_268,мелодрама,4.1
User48,Film_171,фантастика,3.0
User126,Film_79,драма,3.2
User34,Film_128,мелодрама,1.9
User22,Film_161,драма,4.5
User31,Film_6,боевик,3.7
User58,Film_90,фантастика,2.4
User107,Film_243,драма,2.7
User130,Film_35,мелодрама,4.2
User54,Film_20,драма,4.2
User19,Film_283,боевик,4.7
User23,Film_227,драма,2.1
User93,Film_397,комедия,3.1
User81,Film_326,детектив,2.1
User28,Film_6,боевик,2.2
User57,Film_303,детектив,3.7
User37,Film_7,триллер,2.2
User12,Film_89,мелодрама,3.1
User9,Film_62,триллер,3.6
User2,Film_186,драма,1.7
User3,Film_341,боевик,3.3
User131,Film_75,детектив,4.1
User147,Film_320,детектив,2.8
User150,Film_28,триллер,4.6
User142,Film_169,фантастика,2.3
User147,Film_400,боевик,5.0
User30,Film_265,фантастика,2.6
User61,Film_318,драма,2.7
User115,Film_176,мелодрама,4.0
User61,Film_228,боевик,4.3
User107,Film_202,драма,3.1
User129,Film_189,триллер,2.7
User8,Film_167,боевик,2.3
User92,Film_242,фантастика,3.1
User54,Film_302,триллер,4.0
User97,Film_172,фантастика,3.7
User79,Film_202,драма,5.0
User57,Film_209,триллер,3.8
User80,Film_278,боевик,2.3
User150,Film_173,триллер,5.0
User51,Film_225,фантастика,5.0
User120,Film_15,драма,3.6
User137,Film_253,фантастика,3.3
User3,Film_172,фантастика,2.2
User48,Film_208,мелодрама,2.4
User93,Film_288,комедия,3.6
User84,Film_104,фантастика,2.0
User60,Film_31,триллер,4.7
User113,Film_300,фантастика,5.0
User129,Film_108,мелодрама,4.9
User24,Film_149,фантастика,4.7
User8,Film_318,драма,2.4
User85,Film_321,триллер,4.6
User136,Film_163,триллер,3.9
User150,Film_389,детектив,2.4
User7,Film_252,детектив,3.5
User24,Film_81,триллер,2.9
User92,Film_385,драма,1.8
User80,Film_28,триллер,4.8
User40,Film_152,детектив,4.1
User13,Film_198,мелодрама,2.1
User113,Film_389,детектив,4.4
User27,Film_178,драма,4.7
User25,Film_341,боевик,3.2
User61,Film_150,драма,2.9
User5,Film_58,детектив,3.1
User79,Film_208,мелодрама,3.4
User73,Film_178,драма,2.1
User113,Film_234,мелодрама,3.6
User4,Film_319,комедия,3.7
User142,Film_216,драма,3.2
User28,Film_167,боевик,2.6
User12,Film_120,драма,3.8
User92,Film_362,детектив,2.3
User140,Film_109,комедия,3.1
User146,Film_129,детектив,2.0
User105,Film_302,триллер,2.4
User46,Film_62,триллер,4.3
User84,Film_142,драма,4.8
User62,Film_127,детектив,5.0
User100,Film_169,фантастика,3.9
User74,Film_294,триллер,2.6
User27,Film_244,боевик,3.3
User33,Film_381,мелодрама,2.2
User111,Film_216,драма,3.2
User101,Film_198,мелодрама,3.0
User108,Film_365,мелодрама,3.3
User80,Film_235,триллер,4.2
User47,Film_144,фантастика,1.8
User150,Film_78,боевик,2.0
User80,Film_204,триллер,5.0
User86,Film_88,мелодрама,5.0
User36,Film_63,драма,4.5
User66,Film_336,триллер,2.3
User4,Film_64,фантастика,2.4
User99,Film_335,детектив,4.2
User33,Film_268,мелодрама,2.7
User2,Film_138,триллер,2.4
User68,Film_190,боевик,3.1
User64,Film_262,драма,4.4
User105,Film_97,детектив,3.2
User96,Film_166,боевик,3.7
User111,Film_330,мелодрама,4.1
User66,Film_11,детектив,3.0
User31,Film_22,мелодрама,5.0
User59,Film_11,детектив,4.2
User86,Film_176,мелодрама,4.5
User107,Film_132,мелодрама,5.0
User36,Film_267,детектив,3.9
User92,Film_161,драма,2.2
User87,Film_154,мелодрама,3.7
User4,Film_233,боевик,5.0
User58,Film_308,драма,3.2
User81,Film_192,мелодрама,4.1
User138,Film_201,боевик,4.1
User130,Film_198,мелодрама,3.6
User121,Film_327,мелодрама,4.6
User2,Film_257,боевик,3.0
User96,Film_102,фантастика,2.6
User126,Film_280,боевик,2.7
User35,Film_15,драма,4.0
User34,Film_284,детектив,2.7
User23,Film_58,детектив,1.9
User48,Film_126,боевик,4.6
User141,Film_364,драма,1.7
User74,Film_134,триллер,2.3
User93,Film_72,боевик,4.2
User90,Film_77,драма,2.0
User72,Film_336,триллер,2.7
User94,Film_322,боевик,4.9
User122,Film_390,фантастика,4.1
User112,Film_154,мелодрама,3.0
User80,Film_141,фантастика,4.0
User41,Film_328,боевик,2.6
User128,Film_73,драма,3.5
User19,Film_19,драма,2.3
User58,Film_398,триллер,4.3
User148,Film_283,боевик,4.5
User46,Film_136,драма,4.9
User11,Film_35,мелодрама,4.3
User125,Film_341,боевик,4.2
User150,Film_3,триллер,4.9
User45,Film_136,драма,4.7
User120,Film_224,фантастика,3.0
User126,Film_111,триллер,3.4
User132,Film_57,фантастика,4.4
User42,Film_337,фантастика,3.1
User95,Film_357,фантастика,3.2
User84,Film_370,мелодрама,3.0
User85,Film_97,детектив,2.7
User23,Film_219,комедия,2.7
User45,Film_214,мелодрама,2.1
User23,Film_266,комедия,2.6
User25,Film_9,драма,2.4
User103,Film_166,боевик,3.3
User128,Film_158,комедия,4.1
User74,Film_232,комедия,3.9
User150,Film_179,драма,3.4
User91,Film_299,детектив,2.9
User32,Film_257,боевик,5.0
User8,Film_287,фантастика,2.3
User75,Film_28,триллер,4.0
User127,Film_353,боевик,3.9
User60,Film_351,драма,2.7
User51,Film_22,мелодрама,4.8
User92,Film_66,фантастика,2.8
User29,Film_213,боевик,4.6
User143,Film_230,боевик,3.0
User10,Film_118,мелодрама,2.3
User119,Film_46,триллер,3.1
User44,Film_109,комедия,4.7
User119,Film_299,детектив,3.5
User121,Film_100,триллер,4.7
User68,Film_265,фантастика,3.6
User73,Film_298,комедия,4.1
User56,Film_286,триллер,4.2
User39,Film_383,мелодрама,3.9
User13,Film_354,боевик,3.5
User24,Film_318,драма,3.5
User8,Film_338,комедия,3.6
User17,Film_244,боевик,5.0
User13,Film_42,детектив,1.8
User46,Film_94,фантастика,4.0
User36,Film_328,боевик,4.2
User145,Film_209,триллер,2.0
User45,Film_62,триллер,1.6
User20,Film_129,детектив,2.8
User81,Film_325,мелодрама,5.0
User131,Film_29,мелодрама,4.2
User12,Film_51,детектив,5.0
User33,Film_188,боевик,4.5
User31,Film_27,мелодрама,4.7
User134,Film_265,фантастика,2.7
User127,Film_195,фантастика,4.5
User89,Film_250,боевик,3.3
User144,Film_62,триллер,2.8
User33,Film_2,детектив,2.0
User133,Film_36,фантастика,2.8
User53,Film_39,мелодрама,2.0
User18,Film_185,триллер,2.3
User66,Film_66,фантастика,3.4
User98,Film_136,драма,2.6
User96,Film_6,боевик,3.6
User29,Film_17,триллер,5.0
User83,Film_68,фантастика,3.6
User6,Film_182,детектив,1.6
User43,Film_399,боевик,2.7
User16,Film_105,фантастика,3.0
User88,Film_169,фантастика,2.6
User2,Film_2,детектив,3.3
User68,Film_174,фантастика,3.1
User25,Film_233,боевик,3.5
User91,Film_253,фантастика,2.3
User3,Film_186,драма,4.2
User57,Film_268,мелодрама,3.2
User103,Film_103,мелодрама,2.9
User119,Film_13,боевик,4.6
User129,Film_393,мелодрама,5.0
User24,Film_148,фантастика,5.0
User144,Film_311,комедия,3.5
User90,Film_99,детектив,4.1
User79,Film_159,триллер,4.1
User150,Film_102,фантастика,3.2
User46,Film_20,драма,4.5
User34,Film_209,триллер,4.3
User46,Film_176,мелодрама,4.6
User50,Film_141,фантастика,4.6
User87,Film_40,боевик,4.0
User8,Film_2,детектив,4.0
User105,Film_55,комедия,3.9
User31,Film_309,комедия,4.5
User145,Film_156,боевик,4.0
User29,Film_257,боевик,4.6
User36,Film_215,драма,4.0
User4,Film_249,драма,4.2
User95,Film_180,комедия,2.1
User126,Film_285,фантастика,5.0
User79,Film_249,драма,4.9
User119,Film_51,детектив,3.8
User130,Film_274,боевик,4.6
User34,Film_360,драма,3.2
User27,Film_72,боевик,2.4
User139,Film_124,комедия,5.0
User93,Film_244,боевик,3.5
User58,Film_112,боевик,4.0
User46,Film_323,боевик,2.7
User80,Film_107,мелодрама,5.0
User83,Film_206,мелодрама,3.4
User85,Film_379,комедия,1.9
User1,Film_28,триллер,3.6
User129,Film_156,боевик,3.3
User135,Film_70,комедия,2.9
User146,Film_67,триллер,2.1
User100,Film_10,боевик,3.4
User55,Film_82,фантастика,4.0
User14,Film_250,боевик,2.3
User44,Film_233,боевик,2.8
User118,Film_96,триллер,4.7
User73,Film_75,детектив,3.1
User122,Film_25,комедия,4.5
User127,Film_237,мелодрама,2.7
User34,Film_375,боевик,2.8
User43,Film_154,мелодрама,2.8
User140,Film_249,драма,4.6
User128,Film_291,комедия,3.4
User44,Film_180,комедия,4.8
